ID,WORD,FPS,FRAME_COUNT,DURATION,WIDTH,HEIGHT,FRAME,TIME,NOSE_X,NOSE_Y,NOSE_Z,LEFT_EYE_X,LEFT_EYE_Y,LEFT_EYE_Z,LEFT_EAR_X,LEFT_EAR_Y,LEFT_EAR_Z,RIGHT_EYE_X,RIGHT_EYE_Y,RIGHT_EYE_Z,RIGHT_EAR_X,RIGHT_EAR_Y,RIGHT_EAR_Z,MOUTH_LEFT_X,MOUTH_LEFT_Y,MOUTH_LEFT_Z,MOUTH_RIGHT_X,MOUTH_RIGHT_Y,MOUTH_RIGHT_Z,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,LEFT_SHOULDER_Z,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,RIGHT_SHOULDER_Z,LEFT_ELBOW_X,LEFT_ELBOW_Y,LEFT_ELBOW_Z,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,RIGHT_ELBOW_Z,LEFT_WRIST_X,LEFT_WRIST_Y,LEFT_WRIST_Z,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_WRIST_Z,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,LEFT_HAND_THUMB_CMC_X,LEFT_HAND_THUMB_CMC_Y,LEFT_HAND_THUMB_CMC_Z,LEFT_HAND_THUMB_MCP_X,LEFT_HAND_THUMB_MCP_Y,LEFT_HAND_THUMB_MCP_Z,LEFT_HAND_THUMB_IP_X,LEFT_HAND_THUMB_IP_Y,LEFT_HAND_THUMB_IP_Z,LEFT_HAND_THUMB_TIP_X,LEFT_HAND_THUMB_TIP_Y,LEFT_HAND_THUMB_TIP_Z,LEFT_HAND_INDEX_FINGER_MCP_X,LEFT_HAND_INDEX_FINGER_MCP_Y,LEFT_HAND_INDEX_FINGER_MCP_Z,LEFT_HAND_INDEX_FINGER_PIP_X,LEFT_HAND_INDEX_FINGER_PIP_Y,LEFT_HAND_INDEX_FINGER_PIP_Z,LEFT_HAND_INDEX_FINGER_DIP_X,LEFT_HAND_INDEX_FINGER_DIP_Y,LEFT_HAND_INDEX_FINGER_DIP_Z,LEFT_HAND_INDEX_FINGER_TIP_X,LEFT_HAND_INDEX_FINGER_TIP_Y,LEFT_HAND_INDEX_FINGER_TIP_Z,LEFT_HAND_MIDDLE_FINGER_MCP_X,LEFT_HAND_MIDDLE_FINGER_MCP_Y,LEFT_HAND_MIDDLE_FINGER_MCP_Z,LEFT_HAND_MIDDLE_FINGER_PIP_X,LEFT_HAND_MIDDLE_FINGER_PIP_Y,LEFT_HAND_MIDDLE_FINGER_PIP_Z,LEFT_HAND_MIDDLE_FINGER_DIP_X,LEFT_HAND_MIDDLE_FINGER_DIP_Y,LEFT_HAND_MIDDLE_FINGER_DIP_Z,LEFT_HAND_MIDDLE_FINGER_TIP_X,LEFT_HAND_MIDDLE_FINGER_TIP_Y,LEFT_HAND_MIDDLE_FINGER_TIP_Z,LEFT_HAND_RING_FINGER_MCP_X,LEFT_HAND_RING_FINGER_MCP_Y,LEFT_HAND_RING_FINGER_MCP_Z,LEFT_HAND_RING_FINGER_PIP_X,LEFT_HAND_RING_FINGER_PIP_Y,LEFT_HAND_RING_FINGER_PIP_Z,LEFT_HAND_RING_FINGER_DIP_X,LEFT_HAND_RING_FINGER_DIP_Y,LEFT_HAND_RING_FINGER_DIP_Z,LEFT_HAND_RING_FINGER_TIP_X,LEFT_HAND_RING_FINGER_TIP_Y,LEFT_HAND_RING_FINGER_TIP_Z,LEFT_HAND_PINKY_MCP_X,LEFT_HAND_PINKY_MCP_Y,LEFT_HAND_PINKY_MCP_Z,LEFT_HAND_PINKY_PIP_X,LEFT_HAND_PINKY_PIP_Y,LEFT_HAND_PINKY_PIP_Z,LEFT_HAND_PINKY_DIP_X,LEFT_HAND_PINKY_DIP_Y,LEFT_HAND_PINKY_DIP_Z,LEFT_HAND_PINKY_TIP_X,LEFT_HAND_PINKY_TIP_Y,LEFT_HAND_PINKY_TIP_Z,RIGHT_HAND_THUMB_CMC_X,RIGHT_HAND_THUMB_CMC_Y,RIGHT_HAND_THUMB_CMC_Z,RIGHT_HAND_THUMB_MCP_X,RIGHT_HAND_THUMB_MCP_Y,RIGHT_HAND_THUMB_MCP_Z,RIGHT_HAND_THUMB_IP_X,RIGHT_HAND_THUMB_IP_Y,RIGHT_HAND_THUMB_IP_Z,RIGHT_HAND_THUMB_TIP_X,RIGHT_HAND_THUMB_TIP_Y,RIGHT_HAND_THUMB_TIP_Z,RIGHT_HAND_INDEX_FINGER_MCP_X,RIGHT_HAND_INDEX_FINGER_MCP_Y,RIGHT_HAND_INDEX_FINGER_MCP_Z,RIGHT_HAND_INDEX_FINGER_PIP_X,RIGHT_HAND_INDEX_FINGER_PIP_Y,RIGHT_HAND_INDEX_FINGER_PIP_Z,RIGHT_HAND_INDEX_FINGER_DIP_X,RIGHT_HAND_INDEX_FINGER_DIP_Y,RIGHT_HAND_INDEX_FINGER_DIP_Z,RIGHT_HAND_INDEX_FINGER_TIP_X,RIGHT_HAND_INDEX_FINGER_TIP_Y,RIGHT_HAND_INDEX_FINGER_TIP_Z,RIGHT_HAND_MIDDLE_FINGER_MCP_X,RIGHT_HAND_MIDDLE_FINGER_MCP_Y,RIGHT_HAND_MIDDLE_FINGER_MCP_Z,RIGHT_HAND_MIDDLE_FINGER_PIP_X,RIGHT_HAND_MIDDLE_FINGER_PIP_Y,RIGHT_HAND_MIDDLE_FINGER_PIP_Z,RIGHT_HAND_MIDDLE_FINGER_DIP_X,RIGHT_HAND_MIDDLE_FINGER_DIP_Y,RIGHT_HAND_MIDDLE_FINGER_DIP_Z,RIGHT_HAND_MIDDLE_FINGER_TIP_X,RIGHT_HAND_MIDDLE_FINGER_TIP_Y,RIGHT_HAND_MIDDLE_FINGER_TIP_Z,RIGHT_HAND_RING_FINGER_MCP_X,RIGHT_HAND_RING_FINGER_MCP_Y,RIGHT_HAND_RING_FINGER_MCP_Z,RIGHT_HAND_RING_FINGER_PIP_X,RIGHT_HAND_RING_FINGER_PIP_Y,RIGHT_HAND_RING_FINGER_PIP_Z,RIGHT_HAND_RING_FINGER_DIP_X,RIGHT_HAND_RING_FINGER_DIP_Y,RIGHT_HAND_RING_FINGER_DIP_Z,RIGHT_HAND_RING_FINGER_TIP_X,RIGHT_HAND_RING_FINGER_TIP_Y,RIGHT_HAND_RING_FINGER_TIP_Z,RIGHT_HAND_PINKY_MCP_X,RIGHT_HAND_PINKY_MCP_Y,RIGHT_HAND_PINKY_MCP_Z,RIGHT_HAND_PINKY_PIP_X,RIGHT_HAND_PINKY_PIP_Y,RIGHT_HAND_PINKY_PIP_Z,RIGHT_HAND_PINKY_DIP_X,RIGHT_HAND_PINKY_DIP_Y,RIGHT_HAND_PINKY_DIP_Z,RIGHT_HAND_PINKY_TIP_X,RIGHT_HAND_PINKY_TIP_Y,RIGHT_HAND_PINKY_TIP_Z
b3a786ec-51e7-4e8a-a6f1-3a7fcf0f222a,None,29.97002997002997,30.0,1.0343666666666667,1920,1080,1,0.03336666666666667,0.4979128837585449,0.31294459104537964,-0.6789106130599976,0.518561840057373,0.2854868173599243,-0.6449324488639832,0.5381424427032471,0.3071187734603882,-0.44298797845840454,0.4772453010082245,0.28320229053497314,-0.6435528993606567,0.46192824840545654,0.30688804388046265,-0.4354095757007599,0.5142912864685059,0.35760319232940674,-0.5993993878364563,0.48138538002967834,0.35608041286468506,-0.5976157784461975,0.5986072421073914,0.530707597732544,-0.3091050684452057,0.3993626832962036,0.5418057441711426,-0.29937392473220825,0.6284081935882568,0.8270381093025208,-0.2820158004760742,0.37538450956344604,0.8488655686378479,-0.31481316685676575,0.5686280131340027,1.0024666786193848,-0.460373193025589,0.4501638412475586,1.0251374244689941,-0.534997284412384,0.554572343826294,1.0101137161254883,0.015838012099266052,0.4358898401260376,1.017143964767456,-0.01500162947922945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3a786ec-51e7-4e8a-a6f1-3a7fcf0f222a,None,29.97002997002997,30.0,1.0343666666666667,1920,1080,2,0.06673333333333334,0.4984339475631714,0.31293192505836487,-0.6806761026382446,0.5187975764274597,0.2850334346294403,-0.6471595764160156,0.538223922252655,0.30647677183151245,-0.44406044483184814,0.4775848984718323,0.2825011610984802,-0.6450282335281372,0.4622820019721985,0.30642223358154297,-0.4350147843360901,0.5145652294158936,0.35727572441101074,-0.6003557443618774,0.4819083511829376,0.3558727204799652,-0.5978917479515076,0.5985715389251709,0.5306664109230042,-0.30717453360557556,0.4002586901187897,0.541559636592865,-0.29045453667640686,0.6283881664276123,0.8270400166511536,-0.2540753185749054,0.37555012106895447,0.8488427996635437,-0.2818101644515991,0.5614316463470459,1.0038119554519653,-0.3995641767978668,0.44996848702430725,1.0238285064697266,-0.4961692690849304,0.5546427369117737,1.0119554996490479,0.015199096873402596,0.43605151772499084,1.0174486637115479,-0.014315317384898663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3a786ec-51e7-4e8a-a6f1-3a7fcf0f222a,None,29.97002997002997,30.0,1.0343666666666667,1920,1080,3,0.10010000000000001,0.4984351396560669,0.31300216913223267,-0.6804506182670593,0.5187937617301941,0.2849145233631134,-0.6471269726753235,0.5382142663002014,0.3060868978500366,-0.4444422423839569,0.47761428356170654,0.28248143196105957,-0.6446695923805237,0.4624618589878082,0.3063725531101227,-0.4316886067390442,0.5145105123519897,0.3571254312992096,-0.6001638770103455,0.48189404606819153,0.35591891407966614,-0.5966331362724304,0.5985291600227356,0.5306667685508728,-0.30654382705688477,0.40077707171440125,0.5410704612731934,-0.28222694993019104,0.6283713579177856,0.8270418643951416,-0.24906614422798157,0.37565693259239197,0.848398745059967,-0.2712293565273285,0.5590677857398987,1.004639744758606,-0.3883352279663086,0.4495397210121155,1.0219378471374512,-0.48885172605514526,0.5547769069671631,1.0136305093765259,0.013855100609362125,0.4361366927623749,1.0177803039550781,-0.012913654558360577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3a786ec-51e7-4e8a-a6f1-3a7fcf0f222a,None,29.97002997002997,30.0,1.0343666666666667,1920,1080,4,0.13346666666666668,0.4984517991542816,0.3129575848579407,-0.6719385981559753,0.5187933444976807,0.28474876284599304,-0.6395074129104614,0.5382058024406433,0.3057209849357605,-0.4393039345741272,0.47761598229408264,0.2824506163597107,-0.6359285712242126,0.46248307824134827,0.3064030408859253,-0.4221142828464508,0.5145087838172913,0.356628954410553,-0.5923534631729126,0.4818914234638214,0.35583925247192383,-0.5875776410102844,0.5984436869621277,0.5306751132011414,-0.30035969614982605,0.4011174142360687,0.5407048463821411,-0.27344921231269836,0.6282989382743835,0.8271833062171936,-0.23882357776165009,0.37572601437568665,0.8480567932128906,-0.2648733854293823,0.5573045015335083,1.005834937095642,-0.3738563656806946,0.4493689239025116,1.0210872888565063,-0.4845629334449768,0.555066704750061,1.015541672706604,0.013556371442973614,0.4365108907222748,1.0183930397033691,-0.012591286562383175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3a786ec-51e7-4e8a-a6f1-3a7fcf0f222a,None,29.97002997002997,30.0,1.0343666666666667,1920,1080,5,0.16683333333333333,0.4987199604511261,0.31292980909347534,-0.6665101647377014,0.518948495388031,0.28467103838920593,-0.6345663666725159,0.5382186770439148,0.3056710660457611,-0.43658387660980225,0.4776344299316406,0.2822573482990265,-0.6304569244384766,0.4624806344509125,0.30638930201530457,-0.4174487292766571,0.5145877599716187,0.3564353585243225,-0.587740957736969,0.4819015562534332,0.3557649254798889,-0.5824607014656067,0.59840989112854,0.5306829214096069,-0.2992810010910034,0.40131765604019165,0.5404166579246521,-0.2699974775314331,0.6282470226287842,0.8274262547492981,-0.24106529355049133,0.3757629990577698,0.8478497266769409,-0.26404479146003723,0.5563967823982239,1.006452202796936,-0.3764116168022156,0.44908106327056885,1.0201516151428223,-0.4856129288673401,0.5551818609237671,1.0169494152069092,0.013433502987027168,0.4365552067756653,1.0188180208206177,-0.012453287839889526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3a786ec-51e7-4e8a-a6f1-3a7fcf0f222a,None,29.97002997002997,30.0,1.0343666666666667,1920,1080,6,0.20020000000000002,0.49946433305740356,0.3129257559776306,-0.6675519943237305,0.5192210674285889,0.28445661067962646,-0.6353229284286499,0.5382498502731323,0.3054948151111603,-0.4358460307121277,0.47774967551231384,0.2822132408618927,-0.6315643787384033,0.46248385310173035,0.30643221735954285,-0.4184170663356781,0.5150149464607239,0.3563219904899597,-0.5883461833000183,0.4823276400566101,0.3557531237602234,-0.5835774540901184,0.5984072089195251,0.5307404398918152,-0.2973023056983948,0.40145719051361084,0.5402739644050598,-0.27028530836105347,0.6281895041465759,0.8278316855430603,-0.23906387388706207,0.37576907873153687,0.8478785157203674,-0.2647782564163208,0.5554083585739136,1.007363200187683,-0.37826967239379883,0.44908034801483154,1.0200027227401733,-0.4878142178058624,0.5553696155548096,1.0184886455535889,0.013439236208796501,0.43662363290786743,1.0197103023529053,-0.012459870427846909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3a786ec-51e7-4e8a-a6f1-3a7fcf0f222a,None,29.97002997002997,30.0,1.0343666666666667,1920,1080,7,0.23356666666666667,0.500028669834137,0.3129288852214813,-0.6720947027206421,0.5194181203842163,0.28415027260780334,-0.6399427652359009,0.5382829904556274,0.30517950654029846,-0.43916571140289307,0.4778720736503601,0.2821977734565735,-0.6365622878074646,0.4624866247177124,0.306493878364563,-0.4234071671962738,0.515351414680481,0.3562711775302887,-0.5920290350914001,0.48275667428970337,0.3557523488998413,-0.5877596139907837,0.5984035134315491,0.5308631062507629,-0.2976948320865631,0.4018084406852722,0.5400646924972534,-0.27284640073776245,0.6281859874725342,0.8280643820762634,-0.24178190529346466,0.37577250599861145,0.8478753566741943,-0.2663416266441345,0.5550187826156616,1.0081894397735596,-0.3811156451702118,0.44907861948013306,1.0197639465332031,-0.49093005061149597,0.5555448532104492,1.0190699100494385,0.01429104432463646,0.4367232024669647,1.0202186107635498,-0.013283549807965755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3a786ec-51e7-4e8a-a6f1-3a7fcf0f222a,None,29.97002997002997,30.0,1.0343666666666667,1920,1080,8,0.26693333333333336,0.5003460645675659,0.3129211962223053,-0.6767199635505676,0.5195575952529907,0.2838693857192993,-0.6445515751838684,0.5383056402206421,0.30492299795150757,-0.4429575800895691,0.47796568274497986,0.2821275293827057,-0.6417757272720337,0.4624878168106079,0.30648449063301086,-0.42983901500701904,0.515509843826294,0.3562036156654358,-0.5960896611213684,0.4829199016094208,0.3557497262954712,-0.5925857424736023,0.5984004735946655,0.5309310555458069,-0.29927727580070496,0.40208351612091064,0.5397194027900696,-0.27804532647132874,0.6281825304031372,0.8282596468925476,-0.2424558699131012,0.37577542662620544,0.8478879332542419,-0.2705341577529907,0.5542338490486145,1.0092970132827759,-0.3783737123012543,0.4491294026374817,1.0197224617004395,-0.49258285760879517,0.5557768940925598,1.0192428827285767,0.014575705863535404,0.43690699338912964,1.0205210447311401,-0.01355808973312378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3a786ec-51e7-4e8a-a6f1-3a7fcf0f222a,None,29.97002997002997,30.0,1.0343666666666667,1920,1080,9,0.3003,0.500542402267456,0.31291234493255615,-0.6767249703407288,0.5196565389633179,0.28369319438934326,-0.6445338726043701,0.5383467078208923,0.304711252450943,-0.44293567538261414,0.4780087172985077,0.2821214497089386,-0.6418105363845825,0.46248874068260193,0.3065410852432251,-0.43016231060028076,0.5156631469726562,0.3561256229877472,-0.5960909724235535,0.4830006957054138,0.35574814677238464,-0.5926156640052795,0.5984249711036682,0.531106173992157,-0.29916346073150635,0.4023343324661255,0.5396263599395752,-0.27843961119651794,0.6281782388687134,0.8285375833511353,-0.23660697042942047,0.37578389048576355,0.8478838801383972,-0.27338287234306335,0.5538530349731445,1.0096477270126343,-0.3660065531730652,0.44911643862724304,1.0193296670913696,-0.4945947229862213,0.556053102016449,1.019378900527954,0.014740814454853535,0.4371376633644104,1.020692229270935,-0.013718738220632076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3a786ec-51e7-4e8a-a6f1-3a7fcf0f222a,None,29.97002997002997,30.0,1.0343666666666667,1920,1080,10,0.33366666666666667,0.5005939602851868,0.31289005279541016,-0.6805270314216614,0.5196854472160339,0.28359347581863403,-0.648306131362915,0.5383487343788147,0.30450329184532166,-0.44673314690589905,0.47803011536598206,0.2821168303489685,-0.6458010077476501,0.4624894857406616,0.3066069781780243,-0.4345632791519165,0.5157060623168945,0.3560429513454437,-0.5998466610908508,0.48302772641181946,0.3557415008544922,-0.5966072678565979,0.5984475612640381,0.5312341451644897,-0.3006419837474823,0.4025517702102661,0.5395494699478149,-0.28555336594581604,0.6281753778457642,0.8287550806999207,-0.2388957142829895,0.37578731775283813,0.8477544784545898,-0.28187277913093567,0.5535849928855896,1.0101310014724731,-0.3721138536930084,0.4488711357116699,1.018438696861267,-0.49930933117866516,0.5560606718063354,1.0194505453109741,0.015203668735921383,0.4371422827243805,1.0207555294036865,-0.014180922880768776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
